赛季,球员姓名,国家,球队,身高,体重,位置,上场时间,场均得分,篮板,助攻,盖帽,防守,效率,命中率
1999-2000,阿隆 麦基,美国,76人,1米96,"94,8 公斤",前锋-后卫,33.1,13.8,3.6,4.6,0.2,3.2,15.2,48.5
1999-2000,安东尼奥 戴维斯,美国,猛龙,2米06,"104,3 公斤",中锋-前锋,35.0,13.0,8.3,1.0,1.3,6.0,18.3,58.3
1999-2000,西奥 拉特里夫,美国,76人,2米08,"102,1 公斤",中锋-前锋,37.4,13.0,7.9,0.9,3.0,5.1,17.5,47.5
1999-2000,凯文 威利斯,美国,猛龙,2米13,"111,1 公斤",中锋-前锋,25.3,13.0,8.7,0.3,0.0,6.7,13.3,36.4
1999-2000,安东尼 梅森,美国,黄蜂,2米03,"122,5 公斤",前锋,44.8,12.5,9.8,5.5,0.0,5.8,19.0,47.4
1999-2000,安东尼 梅森,美国,黄蜂,2米03,"122,5 公斤",前锋,44.8,12.5,9.8,5.5,0.0,5.8,19.0,47.4
1999-2000,马里克 希利,美国,森林狼,2米03,"90,7 公斤",后卫-前锋,30.5,12.5,4.6,1.3,0.0,3.3,10.0,46.3
1999-2000,格伦  莱斯,美国,湖人,2米03,"99,8 公斤",前锋-后卫,33.3,12.4,4.0,2.1,0.1,3.6,11.1,40.8
1999-2000,特伊隆 希尔,美国,76人,2米06,"113,4 公斤",中锋-前锋,35.2,12.3,9.7,0.9,0.1,6.1,16.0,46.0
1999-2000,埃弗里 约翰逊,美国,马刺,1米80,"81,6 公斤",后卫,36.0,12.0,2.3,5.3,0.0,1.8,11.3,45.2
1999-2000,杰夫 霍纳塞克,美国,爵士,1米93,"86,2 公斤",后卫,29.7,11.5,3.0,3.3,0.0,2.1,11.0,42.2
1999-2000,拉里 约翰逊,美国,尼克斯,2米01,"106,6 公斤",前锋,36.8,11.3,5.0,1.6,0.1,4.1,11.5,46.1
2000-2001,特雷西 麦格雷迪,美国,魔术,2米03,"95,3 公斤",后卫-前锋,44.5,33.8,6.5,8.3,1.2,5.0,29.8,41.5
2000-2001,阿伦 艾弗森,美国,76人,1米83,"74,8 公斤",后卫,46.2,32.9,4.7,6.1,0.3,4.0,23.0,38.9
2000-2001,雷吉 米勒,美国,步行者,2米01,"91,6 公斤",后卫,44.3,31.3,5.1,2.5,0.5,3.3,24.5,45.6
2000-2001,沙奎尔 奥尼尔,美国,湖人,2米16,"142,9 公斤",中锋,42.3,30.4,15.5,3.2,2.3,9.8,32.8,55.5
2000-2001,科比 布莱恩特,美国,湖人,2米01,"95,3 公斤",后卫,43.4,29.4,7.2,6.1,0.7,5.4,28.3,46.9
2000-2001,卡尔 马龙,美国,爵士,2米06,"116,1 公斤",前锋,39.8,27.6,8.8,3.4,0.8,7.0,21.4,40.5
2000-2001,文斯 卡特,美国,猛龙,1米98,"102,1 公斤",后卫-前锋,44.9,27.3,6.5,4.7,1.6,3.4,25.0,43.6
2000-2001,雷 阿伦,美国,雄鹿,1米96,"93,0 公斤",后卫,42.7,25.1,4.2,6.0,0.5,3.1,24.7,47.7
2000-2001,贾马尔 马什本,美国,黄蜂,,,,41.9,24.9,6.2,5.7,0.3,4.4,21.5,40.4
2000-2001,贾马尔 马什本,美国,黄蜂,,,,41.9,24.9,6.2,5.7,0.3,4.4,21.5,40.4
2000-2001,蒂姆 邓肯,美国维尔京群岛,马刺,2米13,"117,9 公斤",前锋-中锋,40.5,24.4,14.5,3.8,2.6,10.3,29.5,48.8
2000-2001,德克 诺维茨基,德国,小牛,2米11,"107,5 公斤",前锋,39.9,23.4,8.1,1.4,0.8,6.7,22.9,42.3
2000-2001,克里斯 韦伯,美国,国王,2米08,"111,1 公斤",前锋,43.5,23.3,11.6,3.1,1.0,7.3,19.3,38.8
2000-2001,佩贾 斯托贾科维奇,Serbia and Montenegro,国王,2米06,"103,9 公斤",前锋,38.4,21.6,6.4,0.4,0.3,4.3,17.4,40.6
2000-2001,凯文 加内特,美国,森林狼,2米11,"99,8 公斤",前锋,41.3,21.0,12.0,4.3,1.5,9.5,29.0,46.6
2000-2001,阿兰 休斯顿,美国,尼克斯,1米98,"90,7 公斤",后卫,37.8,20.8,1.8,1.4,0.2,1.8,18.0,59.4
2000-2001,迈克尔 芬利,美国,小牛,2米01,"97,5 公斤",前锋-后卫,43.4,19.7,5.3,4.4,0.2,4.0,14.8,36.0
2000-2001,格伦 罗宾逊,美国,雄鹿,2米01,"104,3 公斤",前锋,38.2,19.4,6.4,3.3,1.3,5.0,18.1,42.9
2000-2001,埃迪 琼斯,美国,热火,2米01,"88,0 公斤",后卫,36.0,19.0,6.0,2.3,0.3,5.3,18.7,50.0
2000-2001,拉特雷尔 斯普雷维尔,美国,尼克斯,1米96,"86,2 公斤",前锋-后卫,42.4,18.4,3.0,3.4,0.2,2.4,10.6,40.7
2000-2001,贾伦 罗斯,美国,步行者,2米03,"102,1 公斤",后卫,41.0,18.0,4.6,2.8,0.2,3.8,12.5,38.0
2000-2001,拜伦 戴维斯,美国,黄蜂,,,,39.7,17.8,4.4,5.8,0.5,3.5,21.1,48.0
2000-2001,拜伦 戴维斯,美国,黄蜂,,,,39.7,17.8,4.4,5.8,0.5,3.5,21.1,48.0
2000-2001,达蒙 斯塔德迈尔,美国,开拓者,1米78,"77,6 公斤",后卫,38.0,17.7,3.0,4.3,0.3,2.7,14.0,41.3
2000-2001,萨姆 卡塞尔,美国,雄鹿,1米91,"83,9 公斤",后卫,37.9,17.4,4.6,6.7,0.1,3.9,17.0,39.6
2000-2001,斯蒂文 史密斯,美国,开拓者,2米03,"100,2 公斤",后卫-前锋,40.7,17.0,4.4,2.3,0.3,2.7,15.0,47.1
2000-2001,大卫 韦斯利,美国,黄蜂,1米85,"95,7 公斤",后卫,39.4,17.0,3.0,3.9,0.1,2.6,16.1,47.0
2000-2001,大卫 韦斯利,美国,黄蜂,1米85,"95,7 公斤",后卫,39.4,17.0,3.0,3.9,0.1,2.6,16.1,47.0
2000-2001,拉希德 华莱士,美国,开拓者,2米11,"104,3 公斤",前锋-中锋,42.7,16.7,8.0,2.3,1.0,6.3,14.3,37.3
2000-2001,大卫 罗宾逊,美国,马刺,2米16,"113,4 公斤",中锋,31.5,16.6,11.8,1.7,2.3,8.8,22.9,47.2
2000-2001,安东尼奥 戴维斯,美国,猛龙,2米06,"104,3 公斤",中锋-前锋,40.4,16.4,11.1,1.9,1.8,7.7,23.1,50.0
2000-2001,特里尔 布兰登,美国,森林狼,1米80,"78,5 公斤",后卫,38.3,15.3,4.3,6.3,0.5,3.8,16.5,43.5
2000-2001,克里福德 罗宾逊,美国,PHO,2米08,"102,1 公斤",前锋,28.5,15.0,4.0,1.0,0.5,2.5,10.5,42.0
2000-2001,肖恩 马里昂,美国,PHO,2米01,"97,5 公斤",前锋,34.8,14.8,8.3,0.8,1.5,5.8,15.0,37.1
2000-2001,阿隆 麦基,美国,76人,1米96,"94,8 公斤",后卫,38.8,14.6,5.1,5.3,0.1,4.1,16.3,41.5
2000-2001,科特 托马斯,美国,尼克斯,2米06,"104,3 公斤",前锋,37.2,14.4,11.2,1.8,1.0,7.8,20.8,53.2
2000-2001,贾森 基德,美国,PHO,1米93,"96,2 公斤",后卫,41.5,14.3,6.1,13.3,0.0,3.8,20.0,31.9
2000-2001,拜伦 拉塞尔,美国,爵士,2米01,"102,1 公斤",前锋,42.8,14.2,7.2,3.0,0.2,6.4,18.4,44.6
2000-2001,沃利 斯泽比亚克,美国,森林狼,2米01,"110,7 公斤",前锋,35.8,14.0,4.5,2.5,0.7,3.5,14.0,48.6
2000-2001,迪坎贝 穆托姆博,刚果,76人,2米18,"120,2 公斤",中锋,42.7,13.9,13.7,0.7,3.1,8.8,24.5,49.0
2000-2001,阿尔文 威廉姆斯,美国,猛龙,1米96,"83,9 公斤",后卫,40.5,13.8,2.9,4.2,0.6,2.4,13.2,43.1
2000-2001,斯科蒂 皮蓬,美国,开拓者,2米01,"103,4 公斤",前锋,39.0,13.7,5.7,2.3,0.6,5.0,12.7,42.1
2000-2001,史蒂夫 纳什,加拿大,小牛,1米91,"88,5 公斤",后卫,37.0,13.6,3.2,6.4,0.1,2.6,14.7,41.7
2000-2001,安东尼奥 丹尼尔斯,美国,马刺,1米93,"93,0 公斤",后卫,31.2,13.5,2.0,2.9,0.0,1.7,12.7,48.1
2000-2001,德里克 费舍尔,美国,湖人,1米85,"90,7 公斤",后卫,36.0,13.4,3.8,3.0,0.0,3.5,15.3,48.4
2000-2001,朱万 霍华德,美国,小牛,2米06,"113,4 公斤",前锋,39.1,13.4,8.3,1.4,0.5,5.4,13.2,36.0
2000-2001,达雷尔 阿姆斯特朗,美国,魔术,1米85,"81,6 公斤",后卫,41.8,13.3,5.6,4.8,0.5,4.3,16.0,37.8
2000-2001,埃迪 豪斯,美国,热火,1米85,"81,6 公斤",后卫,21.3,12.7,1.6,1.7,0.3,1.3,7.3,40.0
2000-2001,格伦  莱斯,美国,尼克斯,2米03,"99,8 公斤",前锋-后卫,28.8,12.2,4.4,0.6,0.2,3.8,10.8,46.2
2000-2001,埃尔登 坎贝尔,美国,黄蜂,2米13,"124,7 公斤",中锋-前锋,28.7,12.1,7.9,0.7,1.1,5.2,13.0,39.6
2001-2002,特雷西 麦格雷迪,美国,魔术,2米03,"95,3 公斤",后卫,44.5,30.8,6.3,5.5,1.7,4.8,26.3,46.2
2001-2002,阿伦 艾弗森,美国,76人,1米83,"74,8 公斤",后卫,41.8,30.0,3.6,4.2,0.0,3.4,21.0,38.1
2001-2002,沙奎尔 奥尼尔,美国,湖人,2米16,"142,9 公斤",中锋,40.8,28.5,12.6,2.8,2.5,9.1,30.3,52.9
2001-2002,德克 诺维茨基,德国,小牛,2米13,"111,1 公斤",中锋-前锋,44.6,28.4,13.1,2.3,0.7,11.0,31.3,44.5
2001-2002,蒂姆 邓肯,美国维尔京群岛,马刺,2米13,"117,9 公斤",前锋-中锋,42.2,27.6,14.4,5.0,4.3,11.3,34.9,45.3
2001-2002,科比 布莱恩特,美国,湖人,2米01,"95,3 公斤",后卫,43.8,26.6,5.9,4.6,0.8,4.4,21.8,43.4
2001-2002,拉希德 华莱士,美国,开拓者,2米11,"102,1 公斤",前锋-中锋,41.7,25.3,12.3,1.7,0.6,9.0,25.3,40.6
2001-2002,迈克尔 芬利,美国,小牛,2米01,"97,5 公斤",后卫-前锋,46.6,24.6,6.2,2.3,0.5,4.6,22.8,46.6
2001-2002,保罗 皮尔斯,美国,凯尔特人,1米98,"104,3 公斤",前锋-后卫,42.0,24.6,8.6,4.1,1.2,6.9,22.8,40.3
2001-2002,凯文 加内特,美国,森林狼,2米11,"99,8 公斤",前锋,43.3,24.0,18.6,5.0,1.6,13.3,33.3,42.9
2001-2002,克里斯 韦伯,美国,国王,2米08,"111,1 公斤",前锋,41.7,23.7,10.9,4.7,1.5,7.8,26.3,50.2
2001-2002,雷吉 米勒,美国,步行者,2米01,"88,5 公斤",后卫,39.6,23.6,3.2,2.8,0.2,3.2,19.8,50.6
2001-2002,拜伦 戴维斯,美国,黄蜂,1米91,"101,2 公斤",后卫,44.6,22.6,7.0,7.9,0.5,5.2,22.6,37.8
2001-2002,拜伦 戴维斯,美国,黄蜂,1米91,"101,2 公斤",后卫,44.6,22.6,7.0,7.9,0.5,5.2,22.6,37.8
2001-2002,加里 佩顿,美国,超音速,1米93,"81,6 公斤",后卫,41.4,22.2,8.6,5.8,0.4,6.6,20.4,42.5
2001-2002,安托万 沃克,美国,凯尔特人,2米06,"111,1 公斤",前锋,43.9,22.1,8.6,3.3,0.3,7.2,19.8,41.1
2001-2002,昌西 比卢普斯,美国,森林狼,1米91,"91,6 公斤",后卫,44.7,22.0,5.0,5.7,0.3,4.7,19.7,45.1
2001-2002,迈克 毕比,美国,国王,1米85,"86,2 公斤",后卫,41.3,20.3,3.8,5.0,0.1,2.9,18.4,44.4
2001-2002,卡尔 马龙,美国,爵士,2米06,"116,1 公斤",前锋,40.8,20.0,7.6,4.5,0.7,6.8,18.5,41.1
2001-2002,沃利 斯泽比亚克,美国,森林狼,2米01,"110,7 公斤",后卫-前锋,43.7,20.0,7.0,2.0,0.0,4.0,18.7,47.7
2001-2002,贾森 基德,美国,篮网,1米93,"96,2 公斤",后卫,40.2,19.6,8.2,9.1,0.4,6.1,24.3,41.5
2001-2002,史蒂夫 纳什,加拿大,小牛,1米91,"88,5 公斤",后卫,40.4,19.5,4.0,8.8,0.0,3.1,20.5,43.2
2001-2002,杰里 斯塔克豪斯,美国,活塞,1米98,"98,9 公斤",后卫-前锋,36.1,17.6,4.3,4.3,0.6,3.4,12.4,32.1
2001-2002,杰梅因 奥尼尔,美国,步行者,2米11,"109,8 公斤",前锋-中锋,38.4,17.2,7.6,1.0,1.6,6.4,15.8,44.7
2001-2002,安东尼奥 戴维斯,美国,猛龙,2米06,"104,3 公斤",前锋-中锋,40.4,17.0,10.6,1.4,1.0,7.4,18.0,45.3
2001-2002,肯扬 马丁,美国,篮网,2米06,"106,1 公斤",前锋,37.5,16.8,5.8,2.9,1.2,4.3,14.9,42.4
2001-2002,斯科蒂 皮蓬,美国,开拓者,2米01,"103,4 公斤",前锋-后卫,33.0,16.3,9.4,5.7,0.6,6.7,22.7,46.2
2001-2002,大卫 韦斯利,美国,黄蜂,1米85,"92,1 公斤",后卫,41.9,15.8,1.9,3.4,0.2,1.6,11.3,40.3
2001-2002,大卫 韦斯利,美国,黄蜂,1米85,"92,1 公斤",后卫,41.9,15.8,1.9,3.4,0.2,1.6,11.3,40.3
2001-2002,托尼 帕克,法国,马刺,1米88,"80,3 公斤",后卫,34.1,15.5,2.9,4.0,0.1,2.4,13.1,45.6
2001-2002,达雷尔 阿姆斯特朗,美国,魔术,1米85,"81,6 公斤",后卫,39.5,15.3,2.8,3.3,0.0,2.0,14.3,47.6
2001-2002,佩贾 斯托贾科维奇,Serbia and Montenegro,国王,2米06,"103,9 公斤",前锋,33.8,14.8,6.3,1.0,0.0,4.7,12.0,37.6
2001-2002,德里克 安德森,美国,开拓者,1米96,"88,5 公斤",后卫,25.3,14.7,2.3,2.3,0.0,1.3,11.7,43.3
2001-2002,唐耶尔 马绍尔,美国,爵士,2米06,"104,3 公斤",前锋,31.0,14.3,7.8,2.8,1.5,4.3,17.5,42.0
2001-2002,埃尔登 坎贝尔,美国,黄蜂,2米13,"126,6 公斤",中锋-前锋,28.2,13.6,6.7,1.8,2.5,5.1,15.4,44.5
2001-2002,埃尔登 坎贝尔,美国,黄蜂,2米13,"126,6 公斤",中锋-前锋,28.2,13.6,6.7,1.8,2.5,5.1,15.4,44.5
2001-2002,瓦拉德 迪瓦茨,Serbia and Montenegro,国王,2米16,"117,9 公斤",中锋,33.4,13.5,9.3,1.7,1.2,6.4,18.0,46.4
2001-2002,肯昂 克拉克,美国,猛龙,2米11,"100,2 公斤",中锋-前锋,34.8,13.4,8.0,1.6,1.6,5.2,17.6,54.2
2001-2002,基斯 范霍恩,美国,篮网,2米08,"115,7 公斤",前锋,32.2,13.3,6.7,2.1,0.4,5.1,13.8,40.2
2001-2002,考里斯 威廉姆斯,美国,活塞,2米01,"111,1 公斤",前锋,26.9,13.3,5.3,1.0,0.2,3.4,11.6,46.4
2001-2002,维恩 贝克,美国,超音速,2米11,"113,4 公斤",前锋,28.8,13.2,5.0,0.8,1.2,2.8,13.8,50.0
2001-2002,克里福德 罗宾逊,美国,活塞,2米08,"102,1 公斤",中锋-前锋,40.9,13.2,3.0,2.9,1.9,2.5,12.2,36.3
2001-2002,马里克 罗斯,美国,马刺,2米01,"115,7 公斤",前锋,29.2,12.9,7.9,1.4,0.5,5.2,16.2,47.9
2001-2002,德里克 科尔曼,美国,76人,2米08,"122,5 公斤",前锋,38.2,12.8,9.2,2.0,1.4,6.2,19.8,52.4
2001-2002,特洛伊 哈德森,美国,魔术,1米85,"77,1 公斤",后卫,26.5,12.8,1.0,1.5,0.0,1.0,5.5,37.5
2001-2002,拉沙德 刘易斯,美国,超音速,2米08,"97,5 公斤",前锋,26.3,12.7,3.6,0.7,0.0,2.3,10.0,37.5
2001-2002,约翰 斯托克顿,美国,爵士,1米85,"79,4 公斤",后卫,35.3,12.5,4.1,10.0,0.2,3.3,21.8,45.0
2001-2002,贾马尔 马格洛伊尔,加拿大,黄蜂,2米11,"117,5 公斤",中锋,21.0,12.3,5.6,0.6,1.8,3.5,13.9,55.0
2001-2002,贾马尔 马格洛伊尔,加拿大,黄蜂,2米11,"117,5 公斤",中锋,21.0,12.3,5.6,0.6,1.8,3.5,13.9,55.0
2001-2002,邦奇 威尔斯,美国,开拓者,1米96,"96,6 公斤",后卫-前锋,35.3,12.3,4.0,4.3,0.3,2.7,10.0,36.8
2002-2003,科比 布莱恩特,美国,湖人,2米01,"97,5 公斤",后卫,44.3,32.1,5.1,5.2,0.0,3.8,23.6,43.2
2002-2003,阿伦 艾弗森,美国,76人,1米83,"74,8 公斤",后卫,46.4,31.7,4.3,7.4,0.0,3.4,23.4,41.6
2002-2003,特雷西 麦格雷迪,美国,魔术,2米03,"95,3 公斤",后卫,44.0,31.7,6.7,4.7,0.8,5.3,26.9,44.8
2002-2003,保罗 皮尔斯,美国,凯尔特人,1米98,"104,3 公斤",前锋-后卫,44.5,27.1,9.0,6.7,0.8,7.9,28.1,39.9
2002-2003,凯文 加内特,美国,森林狼,2米11,"99,8 公斤",前锋,44.2,27.0,15.6,5.2,1.6,13.8,35.2,51.4
2002-2003,沙奎尔 奥尼尔,美国,湖人,2米16,"152,0 公斤",中锋,40.1,27.0,14.9,3.7,2.8,9.6,33.1,53.5
2002-2003,德克 诺维茨基,德国,小牛,2米13,"111,1 公斤",中锋-前锋,42.5,25.3,11.5,2.2,0.9,10.6,28.6,47.9
2002-2003,贾马尔 马什本,美国,黄蜂,2米03,"112,0 公斤",前锋,40.5,24.8,3.5,5.3,0.2,3.5,18.5,43.0
2002-2003,蒂姆 邓肯,美国维尔京群岛,马刺,2米13,"117,9 公斤",前锋-中锋,42.5,24.7,15.4,5.3,3.2,11.4,34.9,52.9
2002-2003,克里斯 韦伯,美国,国王,2米08,"111,1 公斤",前锋,35.1,23.7,8.3,3.6,1.1,5.7,22.7,49.6
2002-2003,特洛伊 哈德森,美国,森林狼,1米85,"77,1 公斤",后卫,36.8,23.5,2.0,5.5,0.0,1.8,19.0,41.5
2002-2003,佩贾 斯托贾科维奇,Serbia and Montenegro,国王,2米08,"103,9 公斤",前锋,40.5,23.1,6.9,2.5,0.4,5.5,23.3,48.0
2002-2003,杰梅因 奥尼尔,美国,步行者,2米11,"109,8 公斤",前锋-中锋,45.3,22.8,17.5,0.7,3.0,13.5,31.0,46.7
2002-2003,理查德 汉密尔顿,美国,活塞,2米01,"87,5 公斤",后卫-前锋,38.8,22.5,3.9,2.6,0.0,2.8,15.9,44.2
2002-2003,斯蒂芬 马布里,美国,PHO,1米88,"93,0 公斤",后卫,45.3,22.0,4.0,5.7,0.0,3.0,13.5,37.5
2002-2003,拜伦 戴维斯,美国,黄蜂,1米91,"101,2 公斤",后卫,38.8,20.4,3.6,8.4,0.4,2.8,20.8,44.6
2002-2003,贾森 基德,美国,篮网,1米93,"96,2 公斤",后卫,42.6,20.1,7.7,8.2,0.2,5.9,22.8,40.2
2002-2003,卡尔 马龙,美国,爵士,2米06,"116,1 公斤",前锋,38.2,19.6,6.8,4.0,0.4,5.4,16.2,40.5
2002-2003,尼克 范埃克塞尔,美国,小牛,1米85,"88,5 公斤",后卫,33.6,19.5,3.4,4.1,0.0,2.5,15.9,46.0
2002-2003,邦奇 威尔斯,美国,开拓者,1米96,"95,3 公斤",后卫-前锋,38.3,19.0,6.9,3.7,0.4,4.9,16.6,39.5
2002-2003,慈 世平,美国,步行者,2米01,"111,6 公斤",前锋,42.0,19.0,5.8,2.2,1.0,4.0,17.3,38.9
2002-2003,肯扬 马丁,美国,篮网,2米06,"106,1 公斤",前锋,38.9,18.9,9.4,2.9,1.5,6.9,20.5,45.3
2002-2003,肖恩 马里昂,美国,PHO,2米01,"97,5 公斤",前锋,47.0,18.5,11.7,2.0,1.8,8.2,21.8,37.4
2002-2003,加里 佩顿,美国,雄鹿,1米93,"81,6 公斤",后卫,41.8,18.5,3.0,8.7,0.2,2.3,,42.9
2002-2003,迈克尔 芬利,美国,小牛,2米01,"102,1 公斤",后卫-前锋,41.1,18.3,5.8,3.0,0.6,4.5,18.5,43.5
2002-2003,昌西 比卢普斯,美国,活塞,1米91,"91,6 公斤",后卫,34.6,18.0,3.4,4.7,0.1,3.1,15.5,37.4
2002-2003,蒂姆 托马斯,美国,雄鹿,2米08,"108,9 公斤",前锋,31.8,17.8,4.8,1.3,1.0,3.5,15.7,46.2
2002-2003,拉希德 华莱士,美国,开拓者,2米11,"104,3 公斤",前锋-中锋,37.1,17.4,5.1,2.6,0.7,3.7,16.9,45.4
2002-2003,安托万 沃克,美国,凯尔特人,2米06,"111,1 公斤",前锋,44.0,17.3,8.7,4.3,0.4,6.7,17.3,41.5
2002-2003,萨姆 卡塞尔,美国,雄鹿,1米91,"83,9 公斤",后卫,36.2,17.2,3.2,2.7,0.1,2.7,13.3,47.0
2002-2003,史蒂夫 纳什,加拿大,小牛,1米91,"88,5 公斤",后卫,36.5,16.1,3.6,7.3,0.0,2.8,17.7,44.7
2002-2003,托尼 德尔克,美国,凯尔特人,1米88,"85,7 公斤",后卫,36.8,15.8,4.7,3.6,0.4,4.2,18.0,47.4
2002-2003,达蒙 斯塔德迈尔,美国,开拓者,1米78,"77,6 公斤",后卫,33.1,15.3,5.1,5.6,0.2,4.1,19.1,45.6
2002-2003,马特 哈普林,美国,爵士,2米01,"104,8 公斤",前锋-后卫,31.2,14.8,5.4,1.0,0.2,3.6,13.8,48.4
2002-2003,托尼 库科奇,克罗地亚,雄鹿,2米11,"106,6 公斤",前锋,30.7,14.8,4.2,3.7,0.1,3.2,16.7,49.2
2002-2003,托尼 帕克,法国,马刺,1米88,"81,6 公斤",后卫,33.9,14.7,2.7,3.5,0.1,2.4,10.6,40.3
2002-2003,沃利 斯泽比亚克,美国,森林狼,2米01,"110,7 公斤",后卫-前锋,42.0,14.5,5.0,2.2,0.1,4.0,13.8,47.5
2002-2003,鲍比 杰克逊,美国,国王,1米85,"83,9 公斤",后卫,27.6,14.3,4.5,3.3,0.0,3.6,15.3,45.7
2002-2003,阿马尔 斯塔德迈尔,美国,PHO,2米08,"111,1 公斤",前锋,33.8,14.2,7.9,1.2,1.5,5.2,16.0,52.3
2002-2003,理查德 杰弗森,美国,篮网,2米01,"100,7 公斤",前锋,35.6,14.1,6.4,2.4,0.2,4.9,14.2,47.6
2002-2003,德鲁 古登,美国,魔术,2米08,"104,3 公斤",前锋,33.4,14.0,12.7,0.6,0.9,8.7,,40.0
2002-2003,扎克 兰多夫,美国,开拓者,2米06,"114,8 公斤",前锋,29.3,13.9,8.7,1.6,0.2,5.6,18.3,52.5
2002-2003,德里克 科尔曼,美国,76人,2米08,"122,5 公斤",前锋,37.4,13.6,8.0,2.0,1.3,5.6,18.7,50.0
2002-2003,大卫 韦斯利,美国,黄蜂,1米85,"92,1 公斤",后卫,30.8,13.2,1.2,2.2,0.1,1.0,7.8,40.3
2002-2003,戴斯蒙德 梅森,美国,雄鹿,1米96,"100,7 公斤",前锋-后卫,34.0,13.0,7.0,0.8,0.7,6.0,,50.9
2002-2003,德里克 费舍尔,美国,湖人,1米85,"93,0 公斤",后卫,35.3,12.8,3.0,1.8,0.0,2.6,13.3,52.0
2002-2003,斯蒂芬 杰克逊,美国,马刺,2米03,"99,8 公斤",后卫-前锋,33.8,12.8,4.1,2.7,0.3,3.3,11.6,41.4
2002-2003,迈克 毕比,美国,国王,1米85,"86,2 公斤",后卫,33.7,12.7,2.6,5.0,0.4,1.9,13.3,42.2
2002-2003,安芬尼 哈达威,美国,PHO,2米01,"97,5 公斤",后卫-前锋,40.7,12.7,6.0,4.3,0.8,4.5,15.8,38.6
2002-2003,安德烈 基里连科,俄罗斯,爵士,2米06,"102,1 公斤",前锋,29.0,11.6,4.8,1.4,2.0,3.2,13.6,41.9
2003-2004,德克 诺维茨基,德国,小牛,2米13,"111,1 公斤",中锋-前锋,42.4,26.6,11.8,1.4,2.6,9.2,30.4,45.0
2003-2004,科比 布莱恩特,美国,湖人,1米98,"99,8 公斤",后卫,44.2,24.5,4.7,5.5,0.3,3.9,20.5,41.3
2003-2004,凯文 加内特,美国,森林狼,2米11,"108,9 公斤",前锋,43.5,24.3,14.6,5.1,2.2,12.4,30.6,45.2
2003-2004,蒂姆 邓肯,美国维尔京群岛,马刺,2米13,"117,9 公斤",前锋-中锋,40.5,22.1,11.3,3.2,2.0,8.0,24.4,52.2
2003-2004,理查德 汉密尔顿,美国,活塞,2米01,"87,5 公斤",后卫-前锋,40.2,21.5,4.6,4.2,0.0,3.2,17.7,44.7
2003-2004,沙奎尔 奥尼尔,美国,湖人,2米16,"154,2 公斤",中锋,41.7,21.5,13.2,2.5,2.7,9.1,25.5,59.3
2003-2004,斯蒂芬 马布里,美国,尼克斯,1米88,"93,0 公斤",后卫,43.5,21.3,4.3,6.5,0.0,3.0,15.3,37.3
2003-2004,保罗 皮尔斯,美国,凯尔特人,1米98,"104,3 公斤",后卫-前锋,40.5,20.8,8.8,2.5,1.0,7.3,14.3,34.2
2003-2004,迈克 毕比,美国,国王,1米85,"86,2 公斤",后卫,41.4,20.0,4.2,7.0,0.4,3.4,20.7,42.9
2003-2004,理查德 杰弗森,美国,篮网,2米01,"100,7 公斤",前锋,41.8,19.8,6.3,3.8,0.7,5.0,16.8,41.8
2003-2004,拉特雷尔 斯普雷维尔,美国,森林狼,1米96,"88,5 公斤",前锋-后卫,42.8,19.8,4.4,4.0,0.6,3.8,17.0,42.1
2003-2004,史蒂夫 弗朗西斯,美国,火箭,1米91,"90,7 公斤",后卫,44.4,19.2,8.4,7.6,0.2,7.2,22.4,42.9
2003-2004,杰梅因 奥尼尔,美国,步行者,2米11,"109,8 公斤",前锋-中锋,37.8,19.2,9.1,1.2,2.2,7.3,18.6,42.3
2003-2004,肯扬 马丁,美国,篮网,2米06,"106,1 公斤",前锋,37.2,19.1,11.0,1.1,1.2,8.7,22.8,53.3
2003-2004,保罗 加索尔,西班牙,灰熊,2米13,"108,9 公斤",前锋,33.5,18.5,5.0,2.5,1.5,4.0,21.5,57.1
2003-2004,托尼 帕克,法国,马刺,1米88,"81,6 公斤",后卫,38.6,18.4,2.1,7.0,0.1,1.6,15.0,42.9
2003-2004,克里斯 韦伯,美国,国王,2米08,"111,1 公斤",前锋,37.2,18.4,8.3,3.7,0.8,6.3,18.2,45.2
2003-2004,慈 世平,美国,步行者,2米01,"111,6 公斤",前锋,38.9,18.4,6.5,3.2,1.0,4.9,15.8,37.8
2003-2004,拜伦 戴维斯,美国,黄蜂,1米91,"101,2 公斤",后卫,37.1,18.1,4.2,7.0,0.7,3.3,17.6,37.7
2003-2004,迈克尔 里德,美国,雄鹿,1米98,"97,5 公斤",后卫,38.4,18.0,5.0,2.6,0.0,3.8,11.0,41.0
2003-2004,德怀恩 韦德,美国,热火,1米93,"96,2 公斤",后卫,39.2,18.0,4.0,5.6,0.3,2.8,15.9,45.5
2003-2004,佩贾 斯托贾科维奇,Serbia and Montenegro,国王,2米08,"103,9 公斤",前锋,43.1,17.5,7.1,1.5,0.2,5.8,16.4,38.4
2003-2004,沃希恩 莱纳德,美国,掘金,1米93,"93,0 公斤",后卫,32.2,17.0,2.6,2.4,0.0,1.8,11.6,42.7
2003-2004,拉马尔 奥多姆,美国,热火,2米08,"102,1 公斤",前锋,39.4,16.8,8.3,2.8,0.7,5.8,17.2,44.5
